,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,1500,Strip,1,24,120000,24,120000,Sales - LG,Main - LG,,,LYCOREST TAB,AT6479,,01/03/2018,5000,Strip,6500,22.6,22.6,,0,0,0,,24,120000,24,120000,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000206""",Pre-SI-,Lysten Global,27/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,8223.9,8817.5,8817.5,Debtors - LG,MAYA SALES,MAYA SALES,,27/06/2016,,0,,1,,2000000257,27/06/2016,0,,"S-4, OMKAR PLAZA , CHAITANYA COMP. NEAR NANDADEEP HOSPITAL, RADHIKA RD",Maharashtra,Satara,Satara,Satara,415002,,02162-228909,975917771,pposwal555@gmail.com,27AAHPO6562A1ZR,27,AAHP06562A,,,Satara (HQ),0,27670310125V,27670310125C,20B-SA/846,21B-SA/816,Temperory,Temperory,123,27,Temperory,1,0,8223.9,8223.9,8223.9,Sales Invoice Prev ERP Tax,,593.6,593.6,,0,0,0,8818,"INR Eight Thousand, Eight Hundred And Eighteen only.",8818,"INR Eight Thousand, Eight Hundred And Eighteen only.",0,8817.5,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,2018.4,67.28,2018.4,Sales - LG,Main - LG,,,EMPOWER - OD TAB,FT-001,,01/07/2017,30,Strip,30,64.06,64.06,,0,0,0,,67.28,2018.4,67.28,2018.4,0,30045039,Cost of Goods Sold - LG,Stores - LG,,0,,0,39462,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,593.6,8817.5,593.6,593.6,8817.5,593.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,1303,26.06,1303,Sales - LG,Main - LG,,,TEN-ON 30 ml SYRUP,AL6060,,01/01/2018,50,Bottle,50,24.53,24.53,,0,0,0,,26.06,1303,26.06,1303,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,29616,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,10,Vial,1,61.71,3085.5,61.71,3085.5,Sales - LG,Main - LG,,1234,LYCORT 1 ml INJ,LTA-137,,01/12/2017,50,Vial,60,58.1,58.1,,0,0,0,,61.71,3085.5,61.71,3085.5,0,30043200,Cost of Goods Sold - LG,Stores - LG,,0,,0,117625,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,,,STAND - MF 60ml SUSP,AL6147,,01/03/2018,100,Bottle,100,17.1,17.1,,0,0,0,,18.17,1817,18.17,1817,0,30049061,Cost of Goods Sold - LG,Stores - LG,,0,,0,29267,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000205""",Pre-SI-,Lysten Global,27/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,30855,32552.03,32552.03,Debtors - LG,M/S Danole Agencies,M/S Danole Agencies,,27/06/2016,,0,,1,,2000000256,27/06/2016,0,,"5/265, Central Building, Gala No. 1, Near Gadre Dattas Mandir
PHONE- 0230-2424122",Maharashtra,Kolhapur,Hatkanangle,Ichalkaranji,416115,,0230-2424122,NULL,danole93@gmail.com,27AABFD0589Q1ZX,27,AABFD0589Q,,,Ichalkaranji 1(HQ),0,27820336960-V,27820336960-C,K-20B/1295,K-21B/1246,Temperory,Temperory,123,27,Temperory,1,0,30855,30855,30855,Sales Invoice Prev ERP Tax,,1697.03,1697.03,,0,0,0,32552,"INR Thirty Two Thousand, Five Hundred And Fifty Two only.",32552,"INR Thirty Two Thousand, Five Hundred And Fifty Two only.",0,32552.03,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,100,Vial,1,61.71,30855,61.71,30855,Sales - LG,Main - LG,,1234,LYCORT 1 ml INJ,L-843,,01/03/2018,500,Vial,600,58.1,58.1,,0,0,0,,61.71,30855,61.71,30855,0,30043200,Cost of Goods Sold - LG,Stores - LG,,0,,0,117625,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,1697.03,32552.03,1697.03,1697.03,32552.03,1697.03,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000204""",Pre-SI-,Lysten Global,27/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,72000,73440,73440,Debtors - LG,DROGARIA ANANTA,DROGARIA ANANTA,,27/06/2016,,0,,1,,2000000255,27/06/2016,0,,"""LAXMI DUTT"" OFF DADA VAIDYA ROAD,
BEHIND MAHALAXMI TEMPLE,
PANAJI 403001 GOA,INDIA",Goa,Panaji,Panaji,Panaji,403001,,91-0832-2225499,9422059389,gurudas.shankhwalkar@gmail.com,30AAAFF7258H1ZO,30,AAAFF7258H,,,Goa(HQ),0,30770100258,NULL,20B-211/F,21B-212/F,Temperory,Temperory,123,27,Temperory,1,0,72000,72000,72000,Sales Invoice Prev ERP Tax,,1440,1440,,0,0,0,73440,"INR Seventy Three Thousand, Four Hundred And Forty only.",73440,"INR Seventy Three Thousand, Four Hundred And Forty only.",0,73440,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,1500,Strip,1,24,72000,24,72000,Sales - LG,Main - LG,,,LYCOREST TAB,AT6478,,01/03/2018,3000,Strip,4500,22.6,22.6,,0,0,0,,24,72000,24,72000,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,1440,73440,1440,1440,73440,1440,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000203""",Pre-SI-,Lysten Global,27/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,127545,134559.98,134559.98,Debtors - LG,AMAR PHARMA,AMAR PHARMA,,27/06/2016,,0,,1,,2000000254,27/06/2016,0,,"AMAR PHARMA
SHOP NO.9,'D' WING PRESTIGE CLASSIC,DAVA BAZAR.CHINCHWAD-STATION,
PUNE-411019.TEL-020-27455198/64150916.
FAX-020-66116841",Maharashtra,Pune,Pimpri Chinchwad,Pimpri-Chinchwad,411019,,020-27455198/64,NULL,amar.pharma04@gmail.com,,,,,,Pune Pool (HQ),0,27640241999V,27640241999C,20B-PH-1375A,21B-PH-1340A,Temperory,Temperory,123,27,Temperory,1,0,127545,127545,127545,Sales Invoice Prev ERP Tax,,7014.98,7014.98,,0,0,0,134560,"INR One Lakh, Thirty Four Thousand, Five Hundred And Sixty only.",134560,"INR One Lakh, Thirty Four Thousand, Five Hundred And Sixty only.",0,134559.98,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,STAND -SP TAB,STAND -SP TAB,300,Strip,1,46.63,69945,46.63,69945,Sales - LG,Main - LG,,,STAND -SP TAB,AT6368,,01/03/2018,1500,Strip,1800,43.9,43.9,,0,0,0,,46.63,69945,46.63,69945,0,30049061,Cost of Goods Sold - LG,Stores - LG,,0,,0,50742,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,7014.98,134559.98,7014.98,7014.98,134559.98,7014.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,720,Strip,1,24,57600,24,57600,Sales - LG,Main - LG,,,LYCOREST TAB,AT6478,,01/03/2018,2400,Strip,3120,22.6,22.6,,0,0,0,,24,57600,24,57600,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000202""",Pre-SI-,Lysten Global,27/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,148110,156256.05,156256.05,Debtors - LG,VAISHNAVI DIST.,VAISHNAVI DIST.,,27/06/2016,,0,,1,,2000000253,27/06/2016,0,,"SHOP NO-22, VITTHAL PLAZA, KASABA-NIRA ROAD, BARAMATI-413102
MOB-9552618383",Maharashtra,Pune,Baramati,Baramati,413102,,9552618383,,vaishnavidistbmt@gmail.com,27BBOPB0692P1Z4,27,BBOPB0692P,,,Pune Pool (HQ),0,27811010776-V,27811010776-C,"20B-69794, 20B-69796",21B-69795MH-PZ4,Temperory,Temperory,123,27,Temperory,1,0,148110,148110,148110,Sales Invoice Prev ERP Tax,,8146.05,8146.05,,0,0,0,156256,"INR One Lakh, Fifty Six Thousand, Two Hundred And Fifty Six only.",156256,"INR One Lakh, Fifty Six Thousand, Two Hundred And Fifty Six only.",0,156256.05,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,1080,Strip,1,24,86400,24,86400,Sales - LG,Main - LG,,,LYCOREST TAB,AT6478,,01/03/2018,3600,Strip,4680,22.6,22.6,,0,0,0,,24,86400,24,86400,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,8146.05,156256.05,8146.05,8146.05,156256.05,8146.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,200,Vial,1,61.71,61710,61.71,61710,Sales - LG,Main - LG,,1234,LYCORT 1 ml INJ,L-843,,01/03/2018,1000,Vial,1200,58.1,58.1,,0,0,0,,61.71,61710,61.71,61710,0,30043200,Cost of Goods Sold - LG,Stores - LG,,0,,0,117625,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000200""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,24/06/2016,,0,,1,,2000000249,24/06/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,0,26.06,0,Sales - LG,Main - LG,,,TEN-ON 30 ml SYRUP,AL6060,,01/01/2018,0,Bottle,0,24.53,24.53,,0,0,0,,26.06,0,26.06,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,29616,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000199""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,45666.5,48178.16,48178.16,Debtors - LG,SAISH ENTERPRISES,SAISH ENTERPRISES,,24/06/2016,,0,,1,,2000000246,24/06/2016,0,,"SAISH ENTERPRISES
A/P- KHASKILWADA, TAL- SAWANTWADI,  DIST- SINDHUDURG- 416510
PHONE-  9049387129",Maharashtra,Sindhudurg,Sawantwadi,Sawantwadi,416510,,8275380081,9049387129,srane1967@gmail.com,,,,,,Kudal(HQ),0,27550975999V,27550975999C,MH-SIN-SND/20/B-362,MH-SIN-SND/21/B-345,Temperory,Temperory,123,27,Temperory,1,0,45666.5,45666.5,45666.5,Sales Invoice Prev ERP Tax,,2511.66,2511.66,,0,0,0,48178,"INR Forty Eight Thousand, One Hundred And Seventy Eight only.",48178,"INR Forty Eight Thousand, One Hundred And Seventy Eight only.",0,48178.16,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,90,Strip,1,24,7200,24,7200,Sales - LG,Main - LG,,,LYCOREST TAB,AT6478,,01/03/2018,300,Strip,390,22.6,22.6,,0,0,0,,24,7200,24,7200,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,2511.66,48178.16,2511.66,2511.66,48178.16,2511.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,150,Vial,1,61.71,30855,61.71,30855,Sales - LG,Main - LG,,1234,LYCORT 1 ml INJ,L-843,,01/03/2018,500,Vial,650,58.1,58.1,,0,0,0,,61.71,30855,61.71,30855,0,30043200,Cost of Goods Sold - LG,Stores - LG,,0,,0,117625,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,2948.5,58.97,2948.5,Sales - LG,Main - LG,,,ACTIRAB - D CAP,AC6080,,01/03/2018,50,Strip,50,55.52,55.52,,0,0,0,,58.97,2948.5,58.97,2948.5,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,14070,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.63,4663,46.63,4663,Sales - LG,Main - LG,,,STAND -SP TAB,AT6368,,01/03/2018,100,Strip,100,43.9,43.9,,0,0,0,,46.63,4663,46.63,4663,0,30049061,Cost of Goods Sold - LG,Stores - LG,,0,,0,50742,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000198""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,24/06/2016,,0,,1,,2000000245,24/06/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,0,61.71,0,Sales - LG,Main - LG,,1234,LYCORT 1 ml INJ,L-843,,01/03/2018,0,Vial,20,58.1,58.1,,0,0,0,,61.71,0,61.71,0,0,30043200,Cost of Goods Sold - LG,Stores - LG,,0,,0,117625,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,15,Strip,1,43.89,0,43.89,0,Sales - LG,Main - LG,,,REGAIN - XT TAB,AT6037,,01/06/2017,0,Strip,15,41.32,41.32,,0,0,0,,43.89,0,43.89,0,0,30045033,Cost of Goods Sold - LG,Stores - LG,,0,,0,42550,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000197""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,M/S Danole Agencies,M/S Danole Agencies,,24/06/2016,,0,,1,,2000000244,24/06/2016,0,,"5/265, Central Building, Gala No. 1, Near Gadre Dattas Mandir
PHONE- 0230-2424122",Maharashtra,Kolhapur,Hatkanangle,Ichalkaranji,416115,,0230-2424122,NULL,danole93@gmail.com,27AABFD0589Q1ZX,27,AABFD0589Q,,,Ichalkaranji 1(HQ),0,27820336960-V,27820336960-C,K-20B/1295,K-21B/1246,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,25,Strip,1,43.89,0,43.89,0,Sales - LG,Main - LG,,,REGAIN - XT TAB,AT6037,,01/06/2017,0,Strip,25,41.32,41.32,,0,0,0,,43.89,0,43.89,0,0,30045033,Cost of Goods Sold - LG,Stores - LG,,0,,0,42550,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000195""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,24/06/2016,,0,,1,,2000000242,24/06/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,0,Strip,1,24,0,24,0,Sales - LG,Main - LG,,,LYCOREST TAB,AT6472,,01/03/2018,0,Strip,0,22.6,22.6,,0,0,0,,24,0,24,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000194""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,24/06/2016,,0,,1,,2000000241,24/06/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,0,Strip,1,24,0,24,0,Sales - LG,Main - LG,,,LYCOREST TAB,AT6472,,01/03/2018,0,Strip,0,22.6,22.6,,0,0,0,,24,0,24,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000193""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,24/06/2016,,0,,1,,2000000240,24/06/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,0,Strip,1,24,0,24,0,Sales - LG,Main - LG,,,LYCOREST TAB,AT6472,,01/03/2018,0,Strip,0,22.6,22.6,,0,0,0,,24,0,24,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000192""",Pre-SI-,Lysten Global,24/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,TUSHAR BARODIA,TUSHAR BARODIA,,24/06/2016,,0,,1,,2000000238,24/06/2016,0,,"TUSHAR BARODA,
C/O-MR.RAVI SHANKAR SONI,
NEAR SITLA MATA MANDIR,
BEHIND SUDHIR GENERAL STORE,
SHANTI VIHAR COLONY,
DANGANIA VEG MARKET,
DANG",Chattisgarh,Raipur,Raipur,Raipur,492001,,9407764893,8871197493,NULL,,,,,,Raipur(HQ),0,NULL,NULL,0,0,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,LYCOREST TAB,LYCOREST TAB,0,Strip,1,24,0,24,0,Sales - LG,Main - LG,,,LYCOREST TAB,AT6472,,01/03/2018,0,Strip,0,22.6,22.6,,0,0,0,,24,0,24,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,983150,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,"""Pre-SI-0000000191""",Pre-SI-,Lysten Global,23/06/2016,INR,1,Standard Selling,INR,1,Ship/00004,0,0,0,Debtors - LG,AMOL GAIKWAD,AMOL GAIKWAD,,23/06/2016,,0,,1,,2000000235,23/06/2016,0,,"A/P.GULUNCHE.TAL.PURNDAR.DIST PUNE 412102/SIDDHI GANESH NET CAFÉ,SETH RAMCHAND MULUKCHAND COMPLEX,TEEN HATTI CHOWK,BARAMATI",,,,,,,9923962340,,apgaikwad07@gmail.com,,,,,,India,0,,,,,Temperory,Temperory,123,27,Temperory,1,0,0,0,0,Sales Invoice Prev ERP Tax,,0,0,,0,0,0,0,INR Zero only.,0,INR Zero only.,0,0,,0,0,0,0,,0,0,0,,,,,,en,,,,,No,,,No Remarks,,0,0,0,,,0,,0,0,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,10.7,0,10.7,0,Sales - LG,Main - LG,,,ACTIRAB - D CAP,AC6080,,01/03/2018,0,Strip,0,10.7,10.7,Percentage,0,0,0,input ACTIRAB - D CAP,10.7,0,10.7,0,0,30049039,Cost of Goods Sold - LG,Stores - LG,,0,,0,14070,,,0,,0,,,,,,,,,,,,,,,,,,,,Actual,VAT/CST PREV ERP - LG,TAX,,Main - LG,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
